,bright_sum,bright_size,bright_density,dark_sum,dark_size,dark_density
410,0.0,0.0,,5202.0,35.0,148.62857142857143
411,0.0,0.0,,52094.0,369.0,141.17615176151762
412,0.0,0.0,,2906.0,20.0,145.3
413,0.0,0.0,,3117.0,22.0,141.6818181818182
414,0.0,0.0,,785.0,6.0,130.83333333333334
415,0.0,0.0,,2805.0,20.0,140.25
416,0.0,0.0,,6180.0,41.0,150.73170731707316
417,0.0,0.0,,50985.0,380.0,134.17105263157896
418,73774.0,657.0,112.28919330289193,4427.0,35.0,126.48571428571428
419,0.0,0.0,,1280.0,10.0,128.0
420,0.0,0.0,,1647.0,12.0,137.25
421,0.0,0.0,,3616.0,27.0,133.92592592592592
422,0.0,0.0,,3272.0,23.0,142.2608695652174
423,0.0,0.0,,2931.0,21.0,139.57142857142858
424,0.0,0.0,,1831.0,13.0,140.84615384615384
425,0.0,0.0,,6004.0,40.0,150.1
426,253.0,2.0,126.5,3516.0,24.0,146.5
427,402636.0,3771.0,106.7716785998409,287507.0,2150.0,133.72418604651162
428,0.0,0.0,,2726.0,19.0,143.47368421052633
429,0.0,0.0,,2603.0,18.0,144.61111111111111
430,0.0,0.0,,2611.0,18.0,145.05555555555554
431,0.0,0.0,,2298.0,17.0,135.1764705882353
432,0.0,0.0,,698.0,5.0,139.6
433,0.0,0.0,,1795.0,13.0,138.07692307692307
434,0.0,0.0,,3559.0,28.0,127.10714285714286
435,0.0,0.0,,1792.0,13.0,137.84615384615384
436,358.0,3.0,119.33333333333333,3958.0,29.0,136.48275862068965
437,116.0,1.0,116.0,95579.0,679.0,140.76435935198822
438,0.0,0.0,,1209.0,9.0,134.33333333333334
439,0.0,0.0,,7873.0,56.0,140.58928571428572
440,0.0,0.0,,1904.0,14.0,136.0
441,0.0,0.0,,3177.0,22.0,144.4090909090909
442,0.0,0.0,,2185.0,16.0,136.5625
443,0.0,0.0,,1629.0,12.0,135.75
444,0.0,0.0,,2776.0,20.0,138.8
445,12699.0,108.0,117.58333333333333,4075.0,30.0,135.83333333333334
446,0.0,0.0,,3941.0,29.0,135.89655172413794
447,0.0,0.0,,7111.0,49.0,145.12244897959184
448,0.0,0.0,,2045.0,16.0,127.8125
449,0.0,0.0,,3901.0,28.0,139.32142857142858
450,0.0,0.0,,4738.0,34.0,139.35294117647058
451,0.0,0.0,,57377.0,417.0,137.5947242206235
452,0.0,0.0,,1859.0,13.0,143.0
453,0.0,0.0,,7353.0,51.0,144.1764705882353
454,0.0,0.0,,2655.0,19.0,139.73684210526315
455,0.0,0.0,,3674.0,25.0,146.96
456,0.0,0.0,,2487.0,18.0,138.16666666666666
457,0.0,0.0,,9944.0,65.0,152.98461538461538
458,829.0,7.0,118.42857142857143,5965.0,43.0,138.72093023255815
